Employee_ID,JOB_ROLE,DAILY_STRESS,WORK_TRAVELS,TEAM_SIZE,DAYS_ABSENT,WEEKLY_EXTRA_HOURS,ACHIEVED_BIG_PROJECTS,EXTRA_HOLIDAYS,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,LOST_VACATION,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
1683,Customer Service,3,10,7,5,3,10,5,1,8,7,7,0,2,10,1,36 to 50,Male,711.9
694,Credit Analyst,5,10,8,7,5,2,5,2,7,10,7,1,1,4,2,36 to 50,Female,659.8
10446,Finance Analyst,0,2,4,10,7,5,3,2,3,10,7,1,1,2,4,21 to 35,Male,656.4
12571,Finance Analyst,1,5,2,2,4,5,4,2,9,3,8,0,2,6,2,36 to 50,Female,667.1
9497,Human Resources,3,3,4,8,3,1,0,2,8,2,7,0,2,1,0,51 or more,Female,634.4
13790,Investment Banker,0,4,8,10,5,3,5,2,7,6,8,0,2,3,3,36 to 50,Female,706.8
9729,Mortgage Consultant,3,10,7,7,10,6,5,2,7,5,7,0,2,7,2,Less than 20,Female,706.4
2408,Loan Processor,1,2,6,9,10,5,4,1,4,4,8,7,2,4,7,51 or more,Male,699.6
15488,Mortgage Consultant,3,4,10,10,5,8,5,1,5,5,8,0,2,9,10,36 to 50,Male,735.5
7436,Customer Service,3,1,10,8,6,5,3,1,8,5,7,10,2,10,4,36 to 50,Male,684.3
15250,Finance Analyst,1,1,1,3,10,5,1,1,8,5,7,4,2,10,1,36 to 50,Male,662.2
15648,Mortgage Consultant,2,7,10,10,5,7,5,1,8,10,7,0,2,10,4,36 to 50,Male,748.2
4997,Mortgage Consultant,1,10,10,10,10,10,5,1,8,8,7,0,2,10,4,36 to 50,Male,778.4
10843,Customer Service,3,10,10,8,10,8,5,1,9,10,7,0,2,10,3,36 to 50,Male,746.5
710,Loan Processor,5,0,6,4,7,2,0,1,5,6,9,5,1,1,0,21 to 35,Female,611.8
9214,Credit Analyst,4,10,10,10,10,10,4,1,10,6,7,10,2,7,8,36 to 50,Male,740.6
1113,Human Resources,3,8,1,1,5,1,1,2,10,4,5,10,2,2,1,21 to 35,Female,598.7
15721,Finance Analyst,5,10,6,5,4,0,5,2,1,1,8,3,2,4,1,36 to 50,Female,617.4
9042,Customer Service,0,10,10,5,10,2,5,2,6,7,7,0,2,5,10,21 to 35,Female,735.7
647,Investment Banker,2,2,1,3,4,3,0,1,9,9,9,0,2,1,3,21 to 35,Female,654.9
10178,Finance Analyst,1,5,7,7,10,3,1,1,6,10,7,0,2,4,8,36 to 50,Male,719.3
8723,Credit Analyst,3,10,4,2,10,2,0,1,7,4,8,0,2,3,1,21 to 35,Male,662.2
7675,Business Analyst,2,10,10,10,7,4,3,2,5,8,7,4,2,7,1,21 to 35,Male,690
6673,Loan Processor,3,10,7,6,7,10,1,1,6,7,8,0,2,8,1,21 to 35,Female,686.6
4199,Human Resources,2,7,4,10,8,6,3,1,5,2,5,0,2,10,10,21 to 35,Female,696.9
5849,Credit Analyst,4,1,7,10,2,10,1,2,9,5,8,2,2,10,5,21 to 35,Female,682.8
4438,Human Resources,4,6,6,5,10,2,4,1,6,10,8,0,2,10,6,51 or more,Female,729.7
3118,Credit Analyst,3,1,3,3,10,2,2,2,5,10,7,1,1,4,1,21 to 35,Male,630.9
731,Bank Teller,4,6,5,7,10,2,0,2,7,6,6,8,2,5,5,21 to 35,Female,640.1
2717,Business Analyst,2,8,10,10,10,5,4,2,8,5,6,0,2,10,10,36 to 50,Male,728.3
12811,Bank Teller,3,4,10,10,10,2,3,2,7,3,7,0,2,10,2,36 to 50,Male,692.4
7119,Investment Banker,5,1,3,2,2,2,2,1,9,7,7,2,2,1,1,36 to 50,Female,635.4
5654,Human Resources,1,1,5,0,9,1,0,2,8,4,9,0,1,5,3,21 to 35,Male,638.6
9607,Bank Teller,2,3,5,10,9,9,5,1,7,2,7,2,2,9,1,36 to 50,Female,704.1
4767,Risk Analyst,3,5,8,6,3,2,5,2,4,6,6,10,2,5,6,51 or more,Female,648.6
9635,Risk Analyst,2,7,7,8,10,3,2,2,4,8,8,5,2,3,3,36 to 50,Female,680
9421,Investment Banker,2,3,5,10,9,9,5,1,7,2,7,2,2,9,1,36 to 50,Female,704.1
9617,Finance Analyst,5,5,10,8,10,2,5,2,6,6,5,5,2,10,1,36 to 50,Male,685.8
793,Customer Service,3,1,3,4,1,4,0,2,4,1,7,0,2,2,0,36 to 50,Female,600.2
5197,Mortgage Consultant,3,3,1,4,4,4,0,1,10,8,5,0,2,4,2,51 or more,Female,647.1
5184,Finance Analyst,3,3,1,2,1,1,1,2,4,3,7,0,1,2,1,21 to 35,Male,583.6
8593,Credit Analyst,3,1,2,8,3,4,1,2,7,5,7,0,1,1,2,21 to 35,Male,592.5
3446,Finance Analyst,3,1,4,1,4,1,0,2,3,10,6,0,2,0,3,21 to 35,Male,608.6
11251,Loan Processor,5,2,10,6,5,2,1,1,5,10,5,0,2,2,1,36 to 50,Female,639
12831,Investment Banker,0,9,8,10,6,5,5,2,8,6,8,0,2,5,2,51 or more,Female,718.7
2163,Mortgage Consultant,2,4,4,10,6,4,5,2,7,10,5,4,2,2,2,36 to 50,Female,673
11632,Risk Analyst,1,8,8,5,10,5,1,1,7,4,7,0,2,10,7,21 to 35,Male,707.9
13731,Credit Analyst,2,3,4,3,3,3,1,1,7,4,8,0,2,3,3,21 to 35,Female,635
6645,Human Resources,2,3,4,3,3,3,1,1,7,4,8,0,2,3,3,21 to 35,Female,635
2533,Human Resources,4,3,1,2,1,1,0,1,8,6,6,0,1,3,5,Less than 20,Female,609.5
13336,Mortgage Consultant,3,5,6,8,5,4,5,2,7,4,8,2,2,6,3,21 to 35,Female,680.9
13996,Credit Analyst,5,3,3,2,3,2,3,1,5,1,6,10,2,3,1,Less than 20,Female,615.3
5691,Mortgage Consultant,5,2,2,0,2,0,0,1,0,1,10,0,1,1,0,21 to 35,Female,553.2
15930,Risk Analyst,5,2,5,4,1,2,0,1,4,10,6,10,2,5,3,21 to 35,Female,630.7
4403,Risk Analyst,3,10,9,10,3,4,0,1,10,5,4,0,2,10,1,Less than 20,Female,705.8
11391,Loan Processor,4,0,2,10,7,0,5,1,6,4,9,0,2,7,3,Less than 20,Female,672.6
4624,Investment Banker,3,5,5,10,9,6,1,1,7,4,6,8,2,3,5,Less than 20,Female,661.8
10232,Investment Banker,2,3,5,5,1,1,4,1,2,4,10,0,2,5,1,21 to 35,Female,666
5911,Risk Analyst,3,10,6,4,10,3,1,2,7,6,7,0,2,7,2,21 to 35,Male,691.3
5489,Mortgage Consultant,2,9,4,4,10,4,0,1,5,7,8,0,2,6,6,Less than 20,Female,678.1
3261,Mortgage Consultant,5,7,3,5,5,2,2,2,8,4,7,0,2,5,2,36 to 50,Male,631.4
7233,Investment Banker,3,6,7,10,4,8,5,2,8,7,6,10,2,8,4,36 to 50,Female,689.6
3505,Business Analyst,2,8,6,7,5,5,3,2,7,9,8,0,1,4,4,21 to 35,Female,664.9
6673,Credit Analyst,3,3,5,4,4,3,1,1,2,1,7,5,2,4,1,21 to 35,Female,625.7
6688,Customer Service,4,6,4,3,10,2,4,2,8,8,8,5,2,5,1,36 to 50,Female,666.4
11019,Human Resources,5,1,4,10,9,4,3,1,5,10,7,5,2,3,4,Less than 20,Female,664.9
15070,Finance Analyst,1,8,4,5,7,1,3,1,8,7,8,0,2,2,2,21 to 35,Female,686.6
4251,Business Analyst,2,7,4,2,7,2,2,2,7,6,8,6,1,8,2,36 to 50,Female,626.9
6554,Finance Analyst,3,2,4,3,7,2,2,1,10,6,8,4,2,10,3,Less than 20,Female,676.2
3256,Finance Analyst,0,3,3,3,3,0,2,2,3,5,6,6,2,6,3,36 to 50,Female,621.2
13784,Loan Processor,4,0,3,2,4,2,0,2,5,5,5,7,1,2,1,Less than 20,Female,575.1
6631,Bank Teller,2,4,7,3,1,0,1,1,3,5,7,0,2,2,1,36 to 50,Female,635
15716,Business Analyst,3,2,4,10,10,4,2,2,5,9,7,0,2,0,4,21 to 35,Male,661.3
2560,Credit Analyst,2,10,5,5,8,1,5,1,5,2,7,0,2,6,1,36 to 50,Female,682
9950,Customer Service,4,10,3,7,10,0,5,1,10,10,4,10,2,10,10,Less than 20,Female,717
13678,Business Analyst,1,7,10,10,9,8,5,1,9,9,5,0,2,10,10,36 to 50,Female,783.3
1917,Risk Analyst,1,2,10,10,10,2,5,2,4,10,4,0,2,10,6,51 or more,Male,705.1
13120,Risk Analyst,4,4,8,7,7,6,4,2,5,7,6,0,2,8,2,36 to 50,Male,679.4
15522,Investment Banker,1,10,10,5,10,4,4,1,9,6,8,0,2,10,3,Less than 20,Male,744.2
3222,Bank Teller,3,0,2,0,3,0,0,2,5,10,4,10,2,10,0,21 to 35,Male,613.3
4007,Finance Analyst,5,0,2,4,10,1,5,1,8,3,4,10,2,10,0,21 to 35,Female,635.7
15110,Risk Analyst,2,1,3,2,3,1,1,2,5,3,7,6,2,8,1,51 or more,Female,626.1
9377,Mortgage Consultant,4,10,3,7,10,0,5,1,10,10,4,10,2,10,10,Less than 20,Female,717
9600,Finance Analyst,2,7,7,9,3,1,2,2,5,8,8,0,1,4,2,21 to 35,Female,651.1
5653,Finance Analyst,2,4,5,3,5,6,0,1,10,3,9,0,1,2,4,21 to 35,Female,675.8
12554,Bank Teller,2,2,3,1,7,0,5,1,7,5,5,0,2,0,1,36 to 50,Male,646.5
12312,Investment Banker,3,10,10,10,10,6,5,1,6,7,7,0,2,6,1,36 to 50,Female,737.4
14513,Customer Service,4,10,4,6,2,4,1,1,8,5,9,10,2,5,2,21 to 35,Female,662.6
13899,Investment Banker,5,5,7,10,10,5,4,2,9,5,8,0,2,10,2,36 to 50,Female,711.7
14125,Loan Processor,5,10,1,10,10,2,3,2,6,1,8,7,2,8,0,36 to 50,Female,644.6
7742,Risk Analyst,3,2,2,5,10,3,1,2,3,5,6,3,1,5,6,51 or more,Female,622.9
7866,Loan Processor,1,4,6,10,3,4,3,1,3,5,8,0,1,2,5,21 to 35,Female,674.3
834,Bank Teller,4,3,7,4,10,3,4,2,7,6,5,3,2,1,7,36 to 50,Male,670.5
529,Customer Service,3,1,2,1,7,3,1,1,3,3,6,10,1,5,0,21 to 35,Male,588.5
13430,Finance Analyst,2,5,3,2,4,9,4,1,1,5,7,0,2,8,6,51 or more,Female,687.7
3344,Customer Service,4,0,4,1,2,0,0,2,3,5,6,4,1,4,0,51 or more,Female,551.5
14351,Human Resources,1,3,4,1,4,2,1,1,1,5,7,2,1,2,3,51 or more,Male,611.2
12251,Business Analyst,2,10,10,8,10,1,5,1,4,4,7,3,2,10,1,36 to 50,Female,706.2
8853,Investment Banker,3,9,5,7,8,4,5,2,7,6,7,0,2,2,6,36 to 50,Female,689.6
1276,Risk Analyst,4,5,3,3,10,3,3,2,5,5,4,2,2,10,1,36 to 50,Female,637.8
11320,Finance Analyst,3,7,1,0,2,1,2,1,3,5,7,0,2,3,1,21 to 35,Female,643.5
8428,Loan Processor,2,2,6,2,4,8,0,2,4,10,7,0,2,7,1,21 to 35,Male,651.3
982,Loan Processor,3,1,2,2,5,0,1,1,4,7,8,0,2,2,2,21 to 35,Male,650.9
15078,Loan Processor,3,10,7,10,10,6,4,2,7,9,7,4,2,10,5,36 to 50,Female,722.5
11177,Business Analyst,3,5,8,3,5,2,5,1,9,10,6,1,2,10,3,Less than 20,Male,702.1
7658,Loan Processor,4,2,7,4,3,3,1,2,6,7,7,2,2,3,1,36 to 50,Female,625.2
2713,Customer Service,4,4,4,10,10,3,5,1,7,7,6,5,1,10,2,Less than 20,Male,681.1
15029,Mortgage Consultant,2,1,0,0,3,0,2,2,1,1,6,10,2,0,1,36 to 50,Male,538.8
2991,Loan Processor,2,5,4,5,10,3,2,1,7,10,8,0,2,2,2,Less than 20,Female,702.5
12050,Mortgage Consultant,4,8,6,3,7,3,2,1,8,10,7,1,2,9,10,21 to 35,Female,710.8
4776,Loan Processor,1,4,5,10,10,5,4,2,8,1,8,0,1,10,7,51 or more,Female,683.7
474,Investment Banker,2,4,6,3,3,2,2,2,6,7,6,2,1,2,6,51 or more,Female,633.5
8332,Business Analyst,0,5,8,10,10,4,4,1,4,3,7,0,1,4,1,21 to 35,Female,685.6
161,Credit Analyst,3,0,2,4,8,3,4,2,5,5,6,5,2,7,1,36 to 50,Female,634.8
4103,Customer Service,5,0,10,5,10,10,3,1,0,2,8,0,2,9,8,36 to 50,Male,683.9
15185,Human Resources,2,7,6,5,8,6,3,1,9,8,6,9,2,9,9,36 to 50,Female,718.7
2707,Human Resources,2,1,2,1,6,4,0,2,5,8,7,10,1,7,1,36 to 50,Female,606.7
787,Customer Service,5,3,5,7,10,3,5,2,5,6,6,7,2,3,0,21 to 35,Female,628.2
4834,Finance Analyst,5,5,6,6,4,0,3,1,1,10,6,0,1,3,3,21 to 35,Female,635.8
10754,Loan Processor,2,4,5,8,6,9,4,2,8,5,8,8,2,5,2,36 to 50,Male,679.4
7185,Investment Banker,1,8,5,3,4,2,5,1,10,10,4,0,2,8,4,51 or more,Male,725.5
13426,Risk Analyst,4,10,8,8,8,8,5,2,9,9,7,5,2,8,8,51 or more,Female,731
89,Finance Analyst,2,1,5,5,4,2,2,1,6,3,7,5,2,5,1,21 to 35,Female,634.6
2576,Mortgage Consultant,4,5,10,10,10,8,5,1,5,3,8,0,2,10,2,36 to 50,Male,735.1
2982,Customer Service,2,3,5,4,10,3,4,2,7,6,7,0,2,6,5,36 to 50,Female,689.6
3907,Finance Analyst,3,2,8,8,6,6,3,1,8,4,9,10,1,5,4,51 or more,Female,670.9
211,Risk Analyst,3,10,6,5,8,2,5,1,3,4,7,0,2,10,5,51 or more,Male,692.6
15043,Customer Service,4,5,4,3,10,0,4,2,7,4,9,3,2,5,3,21 to 35,Male,633.5
13718,Bank Teller,2,3,10,3,3,1,3,2,4,1,6,6,2,4,0,51 or more,Female,611.9
99,Finance Analyst,2,1,7,5,10,10,5,1,2,6,8,0,2,10,1,36 to 50,Male,705.1
10913,Risk Analyst,3,3,5,3,4,3,0,1,6,4,6,10,2,2,6,36 to 50,Male,627.8
335,Finance Analyst,2,4,2,1,7,0,0,2,2,4,5,0,2,3,0,51 or more,Male,603.8
315,Finance Analyst,1,10,5,10,10,10,5,2,7,6,7,0,2,10,10,51 or more,Male,740.6
188,Mortgage Consultant,2,1,0,0,8,1,0,1,10,8,7,10,1,1,2,21 to 35,Male,584.6
5532,Mortgage Consultant,1,7,10,0,10,2,5,2,4,5,7,0,2,10,0,Less than 20,Male,675.8
11293,Finance Analyst,3,7,7,8,8,6,5,2,7,3,7,10,2,10,6,21 to 35,Male,694.1
6025,Human Resources,3,5,10,10,10,10,4,2,4,9,5,10,1,10,2,36 to 50,Male,664.3
15706,Business Analyst,5,5,2,5,3,2,4,2,5,10,7,5,2,5,3,36 to 50,Female,637.7
9197,Human Resources,3,2,2,8,8,3,5,1,3,4,8,8,2,3,3,51 or more,Male,669
12988,Credit Analyst,5,3,7,3,4,3,2,1,5,3,8,7,2,6,2,21 to 35,Female,645
14545,Customer Service,3,4,3,2,7,4,0,1,5,5,7,0,2,10,1,36 to 50,Female,645.2
4084,Human Resources,1,3,4,10,7,4,5,1,10,2,5,10,2,10,8,51 or more,Male,713.9
7083,Investment Banker,3,5,10,5,3,2,0,1,9,5,5,5,2,0,0,36 to 50,Male,644.8
7819,Finance Analyst,4,3,5,8,5,9,4,1,9,8,6,0,2,10,2,36 to 50,Female,684.7
8329,Loan Processor,2,4,5,3,4,4,1,1,9,5,7,10,2,5,5,36 to 50,Male,633.3
6535,Business Analyst,1,8,8,10,8,4,5,1,7,4,8,0,2,8,10,51 or more,Female,759.1
3194,Finance Analyst,4,10,10,3,3,3,5,1,2,3,5,0,2,4,4,36 to 50,Female,661.4
3076,Human Resources,3,4,4,4,10,1,2,2,5,5,7,10,2,7,3,36 to 50,Male,648.6
4814,Finance Analyst,0,5,5,4,5,5,5,1,10,10,7,0,2,5,7,36 to 50,Male,741.4
15822,Loan Processor,2,10,5,5,8,1,0,1,8,2,6,1,2,3,5,21 to 35,Female,678.4
4127,Human Resources,3,3,3,5,5,3,3,1,7,2,7,5,1,5,2,Less than 20,Female,622.5
1621,Bank Teller,5,2,1,5,2,0,1,2,7,3,6,1,1,3,3,36 to 50,Female,588.5
6697,Business Analyst,4,2,2,0,8,2,3,1,4,5,7,10,2,6,4,Less than 20,Female,635
2704,Finance Analyst,2,0,2,5,3,2,1,1,0,3,6,0,1,7,0,21 to 35,Female,603.8
1081,Bank Teller,5,1,4,10,7,3,5,2,4,3,7,0,1,10,1,51 or more,Male,646.5
2388,Loan Processor,5,0,10,0,10,7,5,1,10,1,6,0,2,3,4,21 to 35,Male,662.9
14504,Loan Processor,3,2,9,5,1,3,1,1,4,6,7,0,1,1,0,Less than 20,Female,594.4
1270,Finance Analyst,4,2,5,2,6,6,1,1,3,2,7,10,1,5,4,21 to 35,Male,598.7
5529,Mortgage Consultant,2,7,10,7,10,5,0,2,7,5,7,3,2,6,7,21 to 35,Female,692.8
15881,Customer Service,3,10,7,4,7,5,2,1,7,8,7,1,2,10,1,36 to 50,Female,691.7
2044,Credit Analyst,2,8,6,3,8,2,5,1,3,6,8,0,2,6,3,21 to 35,Male,696.6
4162,Loan Processor,3,2,6,4,10,3,1,1,10,2,8,0,2,6,3,36 to 50,Male,680.5
6727,Risk Analyst,5,2,3,7,5,0,3,2,6,10,6,10,2,7,1,51 or more,Male,622.2
12454,Credit Analyst,5,6,6,4,10,6,0,2,8,5,6,0,2,3,1,51 or more,Female,655.2
7918,Credit Analyst,3,6,6,4,8,6,1,1,9,4,7,0,2,5,1,36 to 50,Female,680.7
1968,Human Resources,4,10,10,8,10,5,2,1,7,5,5,0,2,2,4,Less than 20,Female,689
2327,Human Resources,1,3,10,4,3,3,1,1,6,6,8,10,2,3,3,36 to 50,Female,672.8
851,Loan Processor,4,4,4,3,2,3,5,2,0,2,8,0,1,1,1,21 to 35,Male,604
8034,Bank Teller,1,9,7,10,7,5,5,1,7,10,7,0,2,4,6,21 to 35,Male,744.8
758,Loan Processor,2,3,5,6,6,5,5,1,7,6,7,5,1,5,4,21 to 35,Male,681.1
8487,Human Resources,2,3,5,5,10,4,2,2,7,10,7,3,1,5,6,36 to 50,Female,666.6
1442,Finance Analyst,3,2,2,3,4,2,0,1,7,5,8,0,2,3,6,36 to 50,Male,667.5
3446,Bank Teller,4,6,10,7,10,2,3,1,6,3,7,8,2,3,2,21 to 35,Female,682.2
2107,Loan Processor,4,5,10,6,10,8,0,1,3,7,9,0,1,7,10,Less than 20,Male,686.8
12185,Loan Processor,5,5,5,4,8,3,2,1,2,7,8,0,2,3,1,21 to 35,Female,637.3
2158,Investment Banker,3,2,0,2,2,2,1,1,1,7,8,7,2,3,0,36 to 50,Male,601.6
1563,Business Analyst,3,4,5,8,5,1,2,2,2,5,9,5,2,2,1,51 or more,Female,620.1
13101,Business Analyst,3,7,2,5,10,2,5,2,4,10,7,10,2,3,1,36 to 50,Female,637.7
3315,Credit Analyst,3,10,5,4,8,4,3,2,5,10,7,0,2,10,1,36 to 50,Male,685.3
6921,Mortgage Consultant,3,10,5,9,6,8,5,1,2,7,8,10,2,10,6,36 to 50,Female,690
7144,Business Analyst,3,10,5,2,10,1,0,1,8,10,8,0,2,2,1,51 or more,Female,680.4
9264,Finance Analyst,3,3,1,4,2,0,4,1,2,2,8,10,2,6,0,21 to 35,Female,617.6
9943,Customer Service,3,10,4,10,10,10,5,1,9,10,7,0,2,10,10,36 to 50,Female,768.6
4363,Investment Banker,5,6,6,4,7,4,5,1,7,2,8,0,1,4,7,21 to 35,Female,666.9
7580,Credit Analyst,2,10,10,10,10,3,5,1,7,6,8,0,2,10,3,51 or more,Male,754.4
12650,Bank Teller,4,7,7,6,3,5,5,1,6,4,7,5,2,10,0,21 to 35,Female,667.1
6880,Mortgage Consultant,0,10,10,4,4,5,2,1,6,8,8,0,2,6,3,36 to 50,Female,720.8
15237,Investment Banker,2,1,8,8,8,4,3,1,5,2,7,7,2,3,2,36 to 50,Female,666.7
3980,Human Resources,1,5,8,8,4,2,5,2,8,9,8,0,2,4,3,51 or more,Female,704
3177,Loan Processor,2,8,8,5,4,3,5,2,8,8,7,0,2,5,8,51 or more,Female,705.3
7490,Human Resources,5,3,7,10,10,5,3,1,7,5,8,0,2,10,6,36 to 50,Male,693
15706,Mortgage Consultant,5,6,10,7,10,5,2,1,6,10,7,4,1,4,3,Less than 20,Female,683.6
12598,Human Resources,4,8,7,9,10,9,5,2,9,8,7,0,1,10,6,36 to 50,Male,718.9
10836,Mortgage Consultant,1,10,10,10,10,5,5,2,9,5,8,8,1,8,5,51 or more,Male,691.3
13637,Mortgage Consultant,5,0,3,10,5,1,0,1,10,4,8,2,2,2,2,21 to 35,Female,653.7
6625,Investment Banker,3,4,7,3,3,2,2,1,7,5,8,10,1,10,1,21 to 35,Male,635.2
9918,Investment Banker,2,10,6,3,10,6,1,2,3,3,7,0,2,10,7,Less than 20,Female,682.2
6202,Human Resources,1,10,10,10,10,10,5,2,9,7,7,0,2,10,7,36 to 50,Female,749.3
12447,Loan Processor,5,3,6,7,10,5,5,2,7,4,6,2,2,5,1,51 or more,Female,658.4
7426,Mortgage Consultant,5,8,10,10,10,10,5,1,8,2,10,10,2,0,10,21 to 35,Female,730.2
4155,Finance Analyst,3,6,4,10,10,4,1,1,9,8,7,7,1,10,3,51 or more,Female,683.2
8884,Human Resources,5,6,6,10,10,4,5,2,8,7,6,0,1,3,0,21 to 35,Female,647.1
3006,Mortgage Consultant,3,5,0,3,10,2,1,1,8,4,7,9,2,5,2,Less than 20,Male,629.7
2388,Bank Teller,2,7,6,7,10,6,4,2,8,7,8,5,2,3,1,36 to 50,Female,681.5
10416,Finance Analyst,3,10,10,6,10,4,5,1,8,8,8,0,2,10,4,21 to 35,Female,736.1
2229,Human Resources,2,3,3,0,4,2,0,1,6,1,6,0,2,10,1,21 to 35,Male,634
13387,Risk Analyst,4,5,10,4,10,3,1,1,5,10,7,2,2,5,3,36 to 50,Female,693.8
3877,Loan Processor,2,5,3,3,4,4,5,2,5,5,5,2,2,2,10,21 to 35,Male,663.5
10815,Bank Teller,3,7,7,5,10,2,1,1,3,2,7,0,1,10,1,36 to 50,Female,639.5
14833,Customer Service,4,7,2,2,3,0,2,1,6,8,8,0,2,10,3,Less than 20,Female,666.4
14727,Business Analyst,4,7,7,8,10,10,3,1,8,10,8,4,2,8,5,21 to 35,Female,726.3
6684,Investment Banker,3,1,4,6,10,5,3,2,9,3,7,0,2,8,8,36 to 50,Male,692.4
14230,Business Analyst,3,8,8,8,10,5,1,1,7,8,6,0,2,5,5,21 to 35,Female,705.1
4985,Risk Analyst,3,2,1,0,2,2,1,2,7,7,6,10,2,4,2,51 or more,Male,608
11081,Business Analyst,4,5,7,2,2,3,2,1,7,1,9,10,1,4,2,21 to 35,Female,604
273,Finance Analyst,2,10,10,10,3,5,1,2,6,6,9,0,2,8,4,51 or more,Female,695.1
3548,Business Analyst,4,10,5,10,6,3,5,2,8,9,8,0,2,7,2,21 to 35,Female,714.2
10223,Customer Service,3,3,5,10,10,6,2,1,5,7,7,0,2,6,3,21 to 35,Female,715.3
9900,Human Resources,4,10,3,2,4,3,0,1,7,5,7,8,2,6,6,21 to 35,Male,658.8
6032,Loan Processor,3,8,4,4,7,2,3,1,1,7,7,0,2,2,0,21 to 35,Female,647.3
12337,Finance Analyst,3,2,4,6,6,6,1,2,4,3,5,10,1,5,4,36 to 50,Male,593.4
5709,Bank Teller,4,5,4,10,10,7,5,2,7,4,7,0,2,10,1,51 or more,Female,702.8
6713,Bank Teller,4,5,10,7,8,6,5,2,6,8,6,4,1,2,0,36 to 50,Female,625.2
8454,Business Analyst,1,10,10,1,6,4,3,1,8,9,7,1,2,10,9,21 to 35,Female,732.7
9653,Finance Analyst,5,10,10,10,10,4,5,1,7,1,6,0,1,5,5,36 to 50,Female,673.1
8286,Customer Service,3,3,4,4,3,2,5,2,1,5,6,4,2,6,1,36 to 50,Female,619.5
1905,Investment Banker,1,3,5,10,10,3,5,2,2,5,7,10,1,3,3,21 to 35,Male,645.2
8153,Loan Processor,4,10,10,10,10,2,5,2,8,3,8,0,2,5,0,36 to 50,Female,684.1
6631,Customer Service,2,3,2,10,2,0,5,1,4,4,7,1,2,1,0,51 or more,Female,663.7
2092,Risk Analyst,2,1,8,4,5,1,0,1,3,2,6,3,2,5,0,21 to 35,Female,613.8
10106,Bank Teller,2,6,5,3,5,3,1,1,7,3,9,0,2,3,4,51 or more,Female,669
10963,Loan Processor,3,10,2,5,10,10,5,1,6,5,5,0,2,6,2,36 to 50,Female,702.6
10546,Risk Analyst,1,5,1,3,4,4,2,2,3,3,8,0,1,2,5,36 to 50,Male,619.5
8268,Investment Banker,4,2,8,9,10,4,2,1,7,8,9,6,2,3,5,Less than 20,Female,693.8
2268,Human Resources,4,6,10,10,10,2,4,2,8,10,8,0,2,10,1,36 to 50,Female,702.5
5893,Finance Analyst,3,8,10,10,6,8,4,2,8,5,6,0,2,9,8,36 to 50,Female,718.1
5715,Mortgage Consultant,2,2,4,10,10,3,1,1,10,10,8,10,2,10,7,51 or more,Female,719.5
6621,Human Resources,4,8,6,10,5,5,5,1,8,5,7,0,2,6,3,36 to 50,Female,696.2
15850,Credit Analyst,1,10,10,7,10,8,5,2,5,6,6,0,2,7,2,36 to 50,Female,721.7
8771,Business Analyst,2,10,10,7,10,7,5,1,5,10,9,10,2,10,5,36 to 50,Female,738.4
3702,Customer Service,4,4,9,6,5,2,0,1,5,2,7,2,2,2,2,21 to 35,Male,632.7
12319,Human Resources,2,2,5,10,3,10,5,2,6,1,5,0,1,5,3,36 to 50,Female,672.9
12047,Investment Banker,2,2,5,10,3,10,5,2,6,1,5,0,1,5,3,36 to 50,Female,672.9
11034,Business Analyst,4,1,2,4,10,2,1,2,3,1,5,0,2,6,4,36 to 50,Female,604.9
12058,Customer Service,2,5,7,5,6,2,2,1,8,7,8,0,2,5,5,21 to 35,Female,700.2
1710,Risk Analyst,5,10,6,0,2,3,0,2,5,4,8,5,2,4,0,21 to 35,Female,609.5
10502,Customer Service,4,4,8,10,10,5,1,2,5,2,6,0,2,5,6,21 to 35,Female,673.3
7392,Investment Banker,3,10,10,8,10,8,2,1,5,7,7,4,2,8,8,36 to 50,Female,718.7
1689,Business Analyst,1,10,3,8,10,2,5,1,9,10,8,0,2,1,2,21 to 35,Female,719.5
7248,Mortgage Consultant,1,10,10,4,10,5,4,2,5,8,8,0,2,5,10,36 to 50,Male,700.4
10538,Customer Service,2,10,8,8,6,10,2,2,9,8,8,2,2,10,4,Less than 20,Female,714
11455,Human Resources,2,3,3,4,4,3,3,1,4,7,7,4,1,3,1,36 to 50,Male,626.9
10047,Loan Processor,2,3,4,2,2,1,4,1,4,1,7,0,1,10,2,51 or more,Female,639.3
9570,Bank Teller,5,0,4,6,4,1,0,1,3,7,3,1,1,0,3,Less than 20,Female,587
4615,Credit Analyst,3,0,3,0,5,2,1,1,10,5,5,0,1,4,2,Less than 20,Female,607.4
12371,Customer Service,4,3,3,3,10,8,1,1,8,4,6,7,1,8,2,Less than 20,Female,624.4
4204,Investment Banker,5,0,3,8,4,5,2,1,2,10,6,3,1,3,7,Less than 20,Female,635.8
3400,Finance Analyst,4,2,6,10,4,1,5,1,6,2,8,0,2,5,0,21 to 35,Male,665.2
4169,Investment Banker,2,8,6,7,6,9,1,2,8,7,9,0,2,10,2,36 to 50,Male,702.1
